,location,total_sqft,bath,price,bhk,encoded_loc
593,Whitefield,2280.0,4,126.0,3,239
594,Hegde Nagar,1341.0,2,97.0,2,100
595,Jakkur,1279.0,2,77.0,2,117
596,Electronic City Phase II,2225.0,4,98.88,4,79
597,Thanisandra,1185.0,2,43.51,2,223
598,others,1750.0,3,85.0,3,245
599,Kudlu,1152.0,2,53.5,2,155
600,Varthur Road,2760.0,4,155.0,4,232
601,5th Phase JP Nagar,1070.0,2,39.0,2,5
602,Uttarahalli,1101.0,2,45.0,2,230
603,others,775.0,2,55.0,2,245
604,Yeshwanthpur,667.0,1,36.85,1,244
605,Electronic City,1070.0,2,55.0,2,78
606,Old Airport Road,1875.0,2,110.0,3,187
607,Kundalahalli,735.0,2,57.99,2,158
608,Koramangala,1750.0,3,130.0,3,152
609,Marathahalli,1215.0,2,67.0,2,169
610,Vishwapriya Layout,820.0,2,30.0,2,237
611,Banashankari Stage VI,1757.5,2,59.935,2,33
612,Battarahalli,1779.0,3,89.61,3,40
613,others,1105.0,2,58.0,2,245
614,others,1590.0,2,93.0,1,245
615,Whitefield,1650.0,3,60.0,3,239
616,Cox Town,1975.0,3,150.0,3,65
617,Kammasandra,674.0,2,33.0,2,133
618,Kaggadasapura,1185.0,2,41.0,2,125
619,Thanisandra,445.0,1,28.0,1,223
620,HSR Layout,1475.0,3,75.0,3,95
621,Gottigere,1618.0,3,82.5,3,87
622,Koramangala,1120.0,2,65.0,2,152
623,Marathahalli,2181.0,3,152.0,4,169
624,Vidyaranyapura,1200.0,4,90.0,4,234
625,Bannerghatta Road,1556.0,2,59.13,3,37
626,Bannerghatta Road,1179.0,2,66.02,2,37
627,Thanisandra,1296.0,2,83.0,2,223
628,Kaggadasapura,1275.0,2,52.0,2,125
629,Kathriguppe,1400.0,2,77.0,3,140
630,Gottigere,1222.0,2,63.0,2,87
631,Electronic City,940.0,2,41.0,2,78
632,Thanisandra,1185.0,2,42.6,2,223
633,Tumkur Road,1779.0,3,112.0,3,228
634,Begur Road,1615.0,3,59.76,3,42
635,JP Nagar,6624.5,0,453.0,4,116
636,Haralur Road,1056.0,2,61.0,2,96
637,7th Phase JP Nagar,1100.0,2,46.0,2,7
638,Arekere,920.0,2,40.0,2,21
639,others,1602.0,2,75.0,3,245
640,Padmanabhanagar,1176.0,2,62.0,2,189
641,Kasavanhalli,1717.0,3,99.0,3,138
642,Bhoganhalli,2119.0,4,111.0,4,46
643,Vittasandra,1246.0,2,67.3,2,238
644,Anandapura,1141.0,2,42.79,2,16
645,Hennur Road,1157.0,2,84.0,2,102
646,Yelahanka New Town,650.0,1,33.0,1,242
647,Hebbal,1349.0,2,98.0,2,98
648,others,1566.0,3,83.3,3,245
649,Sahakara Nagar,2830.0,3,195.0,4,203
650,Electronic City,1320.0,2,38.13,3,78
651,others,1780.0,3,84.83,3,245
652,Varthur,1091.0,2,34.9,2,231
653,Rachenahalli,3670.0,4,300.0,4,196
654,7th Phase JP Nagar,918.0,2,50.49,2,7
655,Yeshwanthpur,1950.0,4,130.0,4,244
656,Panathur,1695.0,3,90.0,3,191
657,Yelahanka,1705.0,3,95.0,3,241
658,Kalyan nagar,1375.0,3,75.0,3,130
659,Kanakpura Road,525.0,1,30.0,1,135
660,Whitefield,1447.0,2,83.0,2,239
661,Thanisandra,1114.0,2,39.0,2,223
662,7th Phase JP Nagar,1450.0,2,100.0,3,7
663,Vasanthapura,1022.0,2,40.0,2,233
664,Hebbal,1000.0,2,45.0,2,98
665,Electronic City,1128.0,2,68.75,2,78
666,Kanakpura Road,1180.0,2,57.0,2,135
667,Kanakpura Road,1339.0,2,75.0,2,135
668,Yelachenahalli,1400.0,2,55.0,3,240
669,7th Phase JP Nagar,1040.0,2,39.52,2,7
670,Kadugodi,1198.0,2,58.0,2,124
671,others,1200.0,3,95.0,4,245
672,Sarjapur  Road,1691.0,3,113.0,3,207
673,Bisuvanahalli,1075.0,3,36.0,3,49
674,8th Phase JP Nagar,1240.0,3,43.5,3,8
675,Bannerghatta Road,1680.0,2,58.935,2,37
676,Mallasandra,1665.0,3,86.58,3,166
677,Marathahalli,2489.0,3,94.0,3,169
678,Brookefield,1142.0,2,70.0,2,54
679,Kothannur,1853.0,3,82.0,3,153
680,Kasturi Nagar,1567.0,2,92.0,2,139
681,Electronics City Phase 1,1175.0,2,51.47,2,80
682,Subramanyapura,1200.0,2,52.0,2,219
683,Kodichikkanahalli,995.0,2,41.0,2,146
684,Magadi Road,884.0,2,41.1,2,163
685,Yeshwanthpur,1170.0,2,57.0,2,244
686,KR Puram,1225.0,2,46.55,2,122
687,Electronic City,1342.0,2,73.3,2,78
688,Uttarahalli,1345.0,2,67.0,2,230
689,Kodigehaali,1320.0,3,65.0,3,147
690,others,1590.0,2,45.0,2,245
691,Raja Rajeshwari Nagar,1140.0,2,49.39,2,197
692,Battarahalli,1300.0,2,50.0,2,40
693,Hosa Road,1652.0,3,85.0,3,107
694,Thigalarapalya,2072.0,4,142.0,3,224
695,Arekere,1740.0,2,95.0,3,21
696,Electronic City,1360.0,2,71.0,3,78
697,Hosur Road,1145.0,2,60.0,3,110
698,Sarjapur  Road,1278.0,2,95.0,2,207
699,Electronic City Phase II,630.0,1,40.0,1,79
700,Kanakpura Road,1100.0,3,58.0,3,135
701,others,1200.0,3,95.0,3,245
702,others,2500.0,6,115.0,7,245
703,Hosur Road,3300.0,5,240.0,5,110
704,Gunjur,1356.0,2,66.0,3,90
705,others,823.0,2,28.0,2,245
706,TC Palaya,1200.0,2,66.0,3,221
707,Ramamurthy Nagar,1050.0,2,37.0,2,201
708,others,1180.0,2,69.0,2,245
709,7th Phase JP Nagar,1070.0,2,42.79,2,7
710,Varthur,1385.0,2,80.0,2,231
711,Varthur,1000.0,1,70.0,1,231
712,Whitefield,1897.0,3,130.0,3,239
713,Magadi Road,1005.0,2,55.78,2,163
714,Green Glen Layout,1575.0,3,125.0,3,88
715,Subramanyapura,975.0,2,65.0,2,219
716,Hennur Road,1904.0,3,120.0,3,102
717,Kengeri Satellite Town,930.0,1,30.0,1,144
718,Electronic City Phase II,2400.0,3,150.0,2,79
719,Sarjapur  Road,2238.0,3,140.0,3,207
720,Harlur,1174.0,2,69.0,2,97
721,Thubarahalli,3800.0,4,239.0,4,225
722,Whitefield,2225.0,2,125.0,3,239
723,Jigani,918.0,2,52.0,2,120
724,Mahadevpura,1250.0,2,52.0,2,164
725,Sarjapur  Road,1800.0,3,110.0,3,207
726,Marathahalli,1170.0,2,53.0,2,169
727,Bannerghatta Road,793.0,2,45.0,2,37
728,Jakkur,1710.0,3,107.0,3,117
729,Kambipura,1082.0,2,57.5,3,131
730,Naganathapura,1001.0,2,33.03,2,178
731,Yelahanka,1590.0,2,54.0,3,241
732,others,2400.0,2,80.0,3,245
733,Horamavu Banaswadi,1554.0,3,55.0,3,105
734,Konanakunte,884.0,1,58.0,2,151
735,Marathahalli,1019.0,2,49.86,2,169
736,Ambedkar Nagar,1935.0,4,130.0,3,14
737,Uttarahalli,1135.0,2,39.73,3,230
738,Kasavanhalli,1799.0,3,90.0,3,138
739,Whitefield,6151.5,0,304.0,4,239
740,Kundalahalli,1047.0,2,82.0,2,158
741,others,1282.0,2,87.0,2,245
742,NGR Layout,1020.0,2,45.9,2,176
743,Whitefield,1495.0,2,79.5,2,239
744,Kasavanhalli,3260.0,4,240.0,4,138
745,others,1611.0,2,64.44,3,245
746,others,1500.0,2,95.0,3,245
747,Sahakara Nagar,1500.0,2,95.0,3,203
748,Uttarahalli,1540.0,3,50.0,3,230
749,Hosa Road,1639.0,3,80.0,3,107
750,Raja Rajeshwari Nagar,1303.0,2,55.79,2,197
751,Brookefield,1440.0,2,68.0,3,54
752,Seegehalli,901.0,2,35.14,2,212
753,Sarjapur,900.0,2,42.0,3,206
754,BEML Layout,1060.0,2,55.0,2,23
755,NGR Layout,1020.0,2,48.45,2,176
756,Varthur,1535.0,3,65.99,3,231
757,others,530.0,1,20.0,1,245
758,others,1350.0,2,80.0,2,245
759,Sarjapur  Road,1115.0,2,50.0,2,207
760,Uttarahalli,1175.0,2,47.0,2,230
761,Whitefield,1113.0,2,62.0,2,239
762,Giri Nagar,650.0,2,42.0,2,85
763,Marathahalli,1325.0,2,71.55,2,169
764,Electronics City Phase 1,950.0,2,31.0,2,80
765,Jakkur,1396.0,2,86.51,3,117
766,Rachenahalli,1050.0,2,52.07,2,196
767,Thanisandra,1825.0,3,100.0,3,223
768,7th Phase JP Nagar,1190.0,2,49.98,2,7
769,Marathahalli,1220.0,2,56.5,2,169
770,NRI Layout,1565.0,2,75.0,3,177
771,Hennur Road,1891.0,3,109.0,3,102
772,others,900.0,2,27.0,2,245
773,Hosa Road,1161.0,2,55.15,2,107
774,others,2400.0,6,125.0,8,245
775,Yeshwanthpur,665.0,1,36.85,1,244
776,Hoodi,1425.0,2,80.0,2,103
777,ITPL,1200.0,3,56.12,3,113
778,Somasundara Palya,1255.0,2,67.0,2,216
779,Hegde Nagar,2112.95,4,145.0,3,100
780,Raja Rajeshwari Nagar,600.0,1,22.0,1,197
781,Haralur Road,1810.0,3,100.0,3,96
782,Indira Nagar,1200.0,2,93.0,2,115
783,Harlur,1033.0,2,49.0,2,97
784,ITPL,1548.0,3,89.5,3,113
785,Horamavu Banaswadi,1611.0,3,66.0,3,105
786,Electronic City Phase II,1400.0,2,40.43,3,79
787,Vidyaranyapura,1485.0,2,67.0,3,234
788,Margondanahalli,2400.0,2,82.0,2,170
789,Pattandur Agrahara,1025.0,2,44.5,2,192
790,others,1225.0,2,53.0,2,245
791,5th Phase JP Nagar,1256.0,2,62.8,2,5
792,Whitefield,2268.0,3,163.0,4,239
793,Kanakpura Road,1100.0,3,53.0,3,135
794,others,1141.0,2,62.0,2,245
795,Attibele,400.0,1,12.0,1,22
796,Chandapura,1400.0,2,60.0,2,58
797,others,4100.0,7,140.0,7,245
798,others,1590.0,1,110.0,1,245
799,others,1175.0,2,48.27,2,245
800,Sahakara Nagar,1100.0,2,56.0,2,203
801,Kanakpura Road,1843.0,3,95.84,3,135
802,Horamavu Banaswadi,1460.0,2,80.5,2,105
803,Rachenahalli,1530.0,2,74.5,3,196
804,HSR Layout,1467.0,2,55.0,2,95
805,others,950.0,1,40.0,1,245
806,Vittasandra,1246.0,2,64.5,2,238
807,Kanakapura,711.0,1,38.0,1,134
808,Haralur Road,1194.0,2,46.0,2,96
809,Babusapalaya,1358.0,2,43.4,3,27
810,Hoodi,1420.0,2,75.0,2,103
811,Kathriguppe,1250.0,2,68.75,3,140
812,Akshaya Nagar,1280.0,2,58.0,2,12
813,Nagappa Reddy Layout,1209.0,2,50.0,2,179
814,others,4200.0,5,225.0,5,245
815,Panathur,1315.0,2,54.8,3,191
816,others,1800.0,3,90.0,3,245
817,others,1600.0,4,125.0,5,245
818,TC Palaya,1600.0,2,65.0,3,221
819,others,1563.0,3,52.0,3,245
820,Whitefield,1560.0,2,72.0,3,239
821,Brookefield,2169.0,4,115.0,3,54
822,Rachenahalli,1050.0,2,55.5,2,196
823,Iblur Village,3235.0,3,235.0,3,114
824,TC Palaya,1200.0,3,66.0,3,221
825,HSR Layout,1140.0,2,46.0,2,95
826,Horamavu Agara,1560.0,3,75.0,3,104
827,JP Nagar,1100.0,2,70.0,2,116
828,Kasavanhalli,1260.0,2,40.32,3,138
829,Hebbal,1036.0,2,50.0,2,98
830,Akshaya Nagar,1662.0,3,85.1,3,12
831,Yelachenahalli,1464.0,2,105.0,3,240
832,Yelahanka,1234.0,2,80.0,2,241
833,Sarjapur  Road,1403.0,3,55.0,3,207
834,Seegehalli,1150.0,2,42.9,3,212
835,Kanakapura,929.0,2,46.0,2,134
836,TC Palaya,1350.0,2,75.0,3,221
837,Vasanthapura,1135.0,2,39.73,2,233
838,others,1405.0,2,70.0,2,245
839,Whitefield,1200.0,2,45.84,2,239
840,Haralur Road,2805.0,4,154.0,4,96
841,Yeshwanthpur,1161.0,2,64.08,2,244
842,Kanakpura Road,1290.0,2,74.0,2,135
843,Yeshwanthpur,2557.0,3,141.0,3,244
844,others,1480.0,3,90.0,3,245
845,Old Madras Road,1350.0,3,54.54,3,188
846,Kadugodi,1580.0,2,65.0,3,124
847,Banashankari,1470.0,2,88.64,3,29
848,Sarjapur  Road,1346.0,2,61.92,2,207
849,others,1600.0,3,90.0,3,245
850,others,1200.0,2,35.0,2,245
851,Channasandra,1340.0,2,48.33,3,59
852,Jigani,918.0,2,48.0,2,120
853,others,1500.0,3,115.0,3,245
854,Yelahanka,1315.0,2,85.0,2,241
855,Uttarahalli,1390.0,2,62.55,3,230
856,Uttarahalli,1330.0,2,56.0,3,230
857,others,1824.0,3,125.0,3,245
858,7th Phase JP Nagar,1420.0,2,96.0,3,7
859,others,750.0,1,56.25,1,245
860,Jalahalli East,1260.0,2,60.0,3,119
861,Hennur Road,1561.0,3,95.0,3,102
862,others,1060.0,2,42.0,2,245
863,Haralur Road,1225.0,2,67.38,2,96
864,Thanisandra,2144.0,3,135.0,3,223
865,Electronic City,880.0,2,29.0,2,78
866,Hoodi,1639.0,3,110.0,3,103
867,Thanisandra,1240.0,2,62.0,3,223
868,Kanakpura Road,1500.0,2,69.0,2,135
869,Haralur Road,1243.0,2,46.0,2,96
870,Marathahalli,1575.0,3,78.0,3,169
871,Kambipura,1082.0,2,56.0,3,131
872,Konanakunte,1637.0,3,73.0,3,151
873,Kanakpura Road,1665.0,3,86.58,3,135
874,Electronic City,1265.0,2,56.93,2,78
875,Electronic City,1691.0,2,102.0,3,78
876,Thanisandra,1100.0,2,38.0,2,223
877,others,1500.0,3,62.0,3,245
878,Choodasandra,1115.0,2,50.0,2,63
879,Mysore Road,1070.0,2,45.0,2,175
880,Budigere,1162.0,2,57.0,2,55
881,others,1339.0,2,55.0,2,245
882,Mahadevpura,1192.0,2,75.0,2,164
883,Haralur Road,1920.0,3,115.0,3,96
884,Hennur,1255.0,2,52.32,2,101
885,others,1600.0,3,75.0,3,245
886,others,1225.0,2,55.11,2,245
887,Whitefield,2400.0,4,200.0,4,239
888,Kasturi Nagar,1570.0,3,80.0,3,139
889,Thanisandra,1093.0,2,70.0,2,223
890,Basaveshwara Nagar,1865.0,3,145.0,3,39
891,Kaikondrahalli,1039.0,2,80.0,2,127
892,Whitefield,1985.0,3,75.0,3,239
893,Hosakerehalli,1590.0,3,49.0,3,108
894,Electronic City Phase II,775.0,2,38.0,2,79
895,others,1000.0,2,50.0,2,245
896,Bommasandra,1035.0,2,41.0,2,51
897,Dasarahalli,1520.0,2,75.0,3,67
898,Whitefield,1360.0,2,95.0,2,239
899,others,6000.0,5,400.0,4,245
900,Kodigehaali,1117.0,2,56.0,2,147
901,EPIP Zone,1330.0,2,92.5,2,77
902,Marathahalli,1937.0,3,160.0,3,169
903,Electronic City,1128.0,2,65.49,2,78
904,Neeladri Nagar,1053.0,2,45.0,2,184
905,Panathur,1198.0,2,77.0,2,191
906,Marathahalli,1152.0,2,56.0,2,169
907,Frazer Town,1625.0,2,75.0,2,81
908,Kundalahalli,1397.0,3,105.0,3,158
909,Kaggalipura,700.0,1,38.0,1,126
910,Yelahanka,1170.0,2,62.5,2,241
911,Kanakpura Road,1200.0,2,42.0,3,135
912,others,2400.0,3,170.0,3,245
913,others,1480.0,2,65.0,2,245
914,Akshaya Nagar,1897.0,3,120.0,3,12
915,Rachenahalli,996.0,2,67.0,2,196
916,Haralur Road,1875.0,3,110.0,3,96
917,others,1500.0,2,98.0,3,245
918,Yelahanka,2172.5,3,65.255,3,241
919,Yelahanka,697.0,1,45.0,1,241
920,Sarjapur  Road,710.0,1,27.0,1,207
921,others,910.0,2,30.5,2,245
922,Sompura,1025.0,2,48.0,3,217
923,Magadi Road,1442.0,2,46.5,2,163
924,Horamavu Agara,1453.0,2,46.48,3,104
925,Bellandur,1281.0,2,74.0,2,43
926,Cooke Town,565.0,1,35.0,1,64
927,Varthur,1024.0,2,42.0,2,231
928,Electronic City,1620.0,3,62.0,3,78
929,Whitefield,1254.0,2,40.0,2,239
930,Banashankari,1300.0,2,75.0,3,29
931,Doddakallasandra,1233.0,2,43.0,2,72
932,Hosur Road,1510.0,2,105.0,3,110
933,Kaggalipura,950.0,2,65.0,2,126
934,Battarahalli,1945.0,3,97.42,3,40
935,Uttarahalli,1008.0,2,45.0,2,230
936,Thanisandra,1265.0,2,79.0,3,223
937,Hebbal,1255.0,2,77.68,3,98
938,Kanakpura Road,2689.0,6,220.0,4,135
939,Yelenahalli,1200.0,2,46.17,2,243
940,Sarjapur  Road,1403.0,3,51.63,3,207
941,Kudlu Gate,1535.0,3,85.0,3,156
942,others,1500.0,3,100.0,3,245
943,Chamrajpet,1475.0,2,120.0,3,57
944,Uttarahalli,1390.0,2,60.47,3,230
945,Raja Rajeshwari Nagar,1278.0,2,53.76,3,197
946,others,1133.0,2,55.0,2,245
947,others,2900.0,5,90.0,5,245
948,Kogilu,1170.0,2,51.99,2,150
949,Whitefield,1697.0,3,94.79,3,239
950,Thanisandra,1651.0,3,97.38,3,223
951,Hennur Road,1192.0,2,60.0,3,102
952,OMBR Layout,1078.0,2,65.0,2,186
953,Kasavanhalli,1349.0,2,78.0,2,138
954,7th Phase JP Nagar,1680.0,3,120.0,3,7
955,Rayasandra,1314.0,2,63.0,3,202
956,Garudachar Palya,1060.0,2,48.7,2,84
957,Kalyan nagar,820.0,2,39.0,2,130
958,Whitefield,5000.0,4,400.0,4,239
959,BEML Layout,2000.0,3,85.0,3,23
960,Kalkere,856.0,2,40.0,2,129
961,Rajaji Nagar,1621.0,4,130.0,3,198
962,ITPL,1200.0,3,68.4,3,113
963,Bannerghatta Road,1484.0,3,52.5,3,37
964,others,14000.0,3,800.0,4,245
965,Yelahanka New Town,500.0,1,20.0,1,242
966,others,485.0,1,15.0,1,245
967,7th Phase JP Nagar,1050.0,2,42.0,2,7
968,Uttarahalli,1617.0,3,66.68,3,230
969,others,1384.0,3,62.28,3,245
970,Devanahalli,1408.0,2,85.0,2,68
971,Uttarahalli,1150.0,2,49.0,2,230
972,Akshaya Nagar,1410.0,2,75.0,3,12
973,Kaggadasapura,2150.0,4,100.0,4,125
974,others,1508.0,3,70.25,3,245
975,Ramamurthy Nagar,1040.0,2,50.0,2,201
976,TC Palaya,1240.0,2,60.0,2,221
977,Kudlu Gate,1535.0,3,78.0,3,156
978,Lakshminarayana Pura,1180.0,2,75.0,2,161
979,Abbigere,2200.0,6,68.0,6,11
980,Bannerghatta Road,1400.0,2,78.0,2,37
981,Raja Rajeshwari Nagar,500.0,1,25.0,1,197
982,Sarjapur  Road,1984.0,4,146.0,3,207
983,Whitefield,3000.0,5,250.0,4,239
984,Garudachar Palya,1960.0,3,160.0,3,84
985,Sarjapur  Road,1035.0,2,45.0,2,207
986,others,2150.0,4,80.0,4,245
987,Whitefield,1700.0,3,115.0,3,239
988,Hosakerehalli,3024.0,5,248.0,4,108
989,Tumkur Road,1586.0,3,100.0,3,228
990,Hennur,2264.0,0,155.0,3,101
991,Chikka Tirupathi,2325.0,4,120.0,4,60
992,Yelahanka,1120.0,2,55.0,2,241
993,Yelahanka,2382.0,0,67.98,3,241
994,Sarjapur  Road,1128.0,2,59.0,2,207
995,Jigani,924.0,2,65.0,2,120
996,others,1600.0,3,52.0,3,245
997,Pai Layout,1006.0,2,35.0,2,190
998,Amruthahalli,1200.0,2,55.0,2,15
999,others,1250.0,2,62.0,2,245
1000,Kannamangala,957.0,2,56.0,2,136
1001,Whitefield,1140.0,2,41.0,2,239
1002,others,1050.0,2,67.0,2,245
1003,Kasturi Nagar,1565.0,3,88.5,3,139
1004,Whitefield,1190.0,2,57.0,2,239
1005,Whitefield,2842.0,3,162.0,3,239
1006,Kanakpura Road,1558.67,2,65.0,3,135
1007,Electronics City Phase 1,630.0,1,39.0,1,80
1008,Whitefield,1403.0,2,60.81,3,239
1009,Kanakpura Road,1542.0,2,85.0,3,135
1010,Haralur Road,2750.0,4,220.0,4,96
1011,Iblur Village,3596.0,5,290.0,4,114
1012,Kengeri Satellite Town,1635.0,2,78.0,3,144
1013,Mysore Road,1239.0,2,53.0,2,175
1014,others,1596.0,3,105.0,3,245
1015,Channasandra,1009.0,2,38.34,2,59
1016,Hosa Road,1726.0,3,81.99,3,107
1017,Kudlu Gate,1535.0,3,86.0,3,156
1018,Banashankari Stage V,1300.0,2,58.5,3,32
1019,others,1800.0,3,80.0,3,245
1020,Binny Pete,665.0,1,50.75,1,48
1021,TC Palaya,1500.0,2,100.0,3,221
1022,Kalkere,925.0,2,48.0,2,129
1023,Old Airport Road,3356.0,4,251.0,4,187
1024,others,1395.0,2,63.59,2,245
1025,Sonnenahalli,1415.0,2,55.0,3,218
1026,Begur,1419.0,2,59.0,3,41
1027,Kasavanhalli,1121.0,2,78.0,2,138
1028,Kambipura,1082.0,2,45.0,3,131
1029,KR Puram,1100.0,2,47.0,2,122
1030,Hoodi,1606.0,3,89.55,3,103
1031,Billekahalli,1650.0,3,88.0,3,47
1032,Old Airport Road,1206.0,2,75.0,2,187
1033,Sarjapur  Road,1495.0,2,64.0,3,207
1034,Balagere,1210.0,2,72.0,2,28
1035,Nagarbhavi,1523.0,2,53.4,3,180
1036,Whitefield,1232.0,2,45.0,2,239
1037,Rachenahalli,680.0,1,44.0,1,196
1038,Hebbal,1355.0,3,83.87,3,98
1039,Thanisandra,1430.0,2,51.46,3,223
1040,Kothannur,1275.0,2,43.85,3,153
1041,Electronic City,1070.0,2,56.1,2,78
1042,others,1200.0,3,85.0,3,245
1043,Electronic City,2000.0,4,120.0,4,78
1044,Bommanahalli,1200.0,2,40.0,2,50
1045,Marathahalli,1610.0,3,90.0,3,169
1046,Haralur Road,1140.0,2,43.0,2,96
1047,Raja Rajeshwari Nagar,1143.0,2,38.65,2,197
1048,Jakkur,3467.86,6,249.0,4,117
1049,Rachenahalli,1530.0,2,74.4,3,196
1050,7th Phase JP Nagar,980.0,2,69.0,2,7
1051,Whitefield,1485.0,3,65.0,3,239
1052,Thanisandra,1265.0,2,85.0,2,223
1053,others,1132.0,2,67.0,2,245
1054,others,1262.0,2,63.0,2,245
1055,JP Nagar,940.0,2,49.0,2,116
1056,others,1515.0,3,88.0,3,245
1057,Kothanur,1840.0,3,69.0,3,154
1058,Electronic City,890.0,2,45.0,2,78
1059,others,1655.0,3,86.06,3,245
1060,Hennur Road,2060.0,3,149.0,3,102
1061,Bommanahalli,1730.0,3,96.0,3,50
1062,Yelahanka,2195.0,4,127.0,3,241
1063,Kathriguppe,1650.0,3,125.0,3,140
1064,KR Puram,1200.0,2,71.0,2,122
1065,Hosa Road,1079.0,2,32.37,2,107
1066,Panathur,1085.0,2,36.0,2,191
1067,others,5000.0,7,299.0,7,245
1068,Yelahanka,1075.0,2,51.5,2,241
1069,others,1380.0,2,80.0,2,245
1070,others,1450.0,3,65.0,3,245
1071,Thubarahalli,1200.0,2,78.0,2,225
1072,Hoodi,1639.0,3,98.32,3,103
1073,others,1200.0,2,54.0,2,245
1074,Vijayanagar,1739.0,3,116.0,3,235
1075,Old Madras Road,935.0,2,32.72,2,188
1076,others,1178.0,2,47.0,2,245
1077,Chikkalasandra,1375.0,2,50.0,3,62
1078,Chandapura,1065.0,2,33.0,3,58
1079,others,1450.0,2,50.75,3,245
1080,BEML Layout,999.0,2,45.0,2,23
1081,Kothannur,1100.0,2,40.0,2,153
1082,Hoodi,2090.0,4,95.1,4,103
1083,Lingadheeranahalli,1519.0,3,93.0,3,162
1084,Dommasandra,1267.0,3,56.0,3,76
1085,Sanjay nagar,1150.0,2,72.2,2,204
1086,Marathahalli,1146.0,2,70.0,2,169
1087,Kannamangala,1550.0,3,65.0,3,136
1088,Electronics City Phase 1,785.0,1,55.0,1,80
1089,Raja Rajeshwari Nagar,1610.0,3,74.0,3,197
1090,Bellandur,921.0,2,40.0,2,43
1091,Bannerghatta Road,2700.0,5,158.0,5,37
1092,Sarjapur  Road,1700.0,3,110.0,3,207
1093,Sarjapur,1020.0,2,35.0,2,206
1094,Billekahalli,1090.0,2,52.0,2,47
1095,others,3600.0,4,300.0,4,245
1096,Thanisandra,1185.0,2,42.1,2,223
1097,Doddathoguru,850.0,2,25.0,2,73
1098,Harlur,1197.0,2,84.0,2,97
1099,Poorna Pragna Layout,920.0,2,39.55,2,193
1100,Raja Rajeshwari Nagar,1105.0,2,65.0,2,197
1101,Yeshwanthpur,1850.0,3,100.0,3,244
1102,Judicial Layout,1300.0,3,64.0,3,121
1103,others,1595.0,3,76.0,3,245
1104,Horamavu Agara,755.0,2,37.49,2,104
1105,Nagasandra,4050.0,5,140.0,5,181
1106,Kanakpura Road,1300.0,2,69.0,3,135
1107,Bannerghatta Road,1215.0,2,50.0,2,37
1108,Kanakpura Road,900.0,2,46.0,2,135
1109,Banashankari Stage III,1145.0,2,58.4,2,31
1110,others,1093.0,2,65.0,2,245
1111,Babusapalaya,1213.0,2,41.39,3,27
1112,Bannerghatta Road,1654.0,3,100.0,3,37
1113,NGR Layout,1105.0,2,52.48,2,176
1114,Babusapalaya,1611.0,2,66.0,3,27
1115,others,1367.0,2,62.0,2,245
1116,Devanahalli,1010.0,2,51.0,2,68
1117,others,1535.0,3,95.0,3,245
1118,Anekal,620.0,2,22.0,2,18
1119,Horamavu Agara,982.0,2,47.65,2,104
1120,Whitefield,1330.0,2,71.0,2,239
1121,JP Nagar,2500.0,3,135.0,3,116
1122,Poorna Pragna Layout,1475.0,2,58.99,3,193
1123,Bhoganhalli,1410.0,3,65.0,3,46
1124,Yelahanka New Town,440.0,1,16.5,1,242
1125,Yelahanka,1614.0,3,95.0,3,241
1126,Neeladri Nagar,1363.0,2,68.0,2,184
1127,Kogilu,650.0,2,28.0,2,150
1128,others,1015.0,2,45.0,2,245
1129,Horamavu Banaswadi,1156.0,2,46.0,2,105
1130,others,1100.0,2,62.7,2,245
1131,KR Puram,1455.0,3,46.0,3,122
1132,others,930.0,2,45.0,2,245
1133,others,1650.0,2,80.0,3,245
1134,KR Puram,1200.0,2,90.0,2,122
1135,Karuna Nagar,2900.0,3,135.0,4,137
1136,Kadugodi,1890.0,4,127.0,3,124
1137,others,1240.0,2,46.0,3,245
1138,HRBR Layout,1440.0,2,98.0,2,94
1139,Kodichikkanahalli,650.0,1,38.0,1,146
1140,Budigere,764.0,1,32.0,1,55
1141,Hoodi,1445.0,3,65.0,3,103
1142,Kanakpura Road,900.0,1,45.0,2,135
1143,Singasandra,1030.0,2,55.0,2,215
1144,Yelahanka,1381.0,2,52.48,3,241
1145,others,1100.0,2,60.0,2,245
1146,Hoodi,1575.0,3,66.39,3,103
1147,Thigalarapalya,1200.0,2,65.0,2,224
1148,Begur Road,1200.0,2,43.2,2,42
1149,Kasturi Nagar,1080.0,2,80.0,2,139
1150,Akshaya Nagar,1360.0,2,85.0,3,12
1151,Jakkur,1865.0,3,124.0,3,117
1152,Sarjapur  Road,1157.0,2,75.0,3,207
1153,Kammasandra,674.0,2,29.0,2,133
1154,Whitefield,1405.0,2,78.0,3,239
1155,Begur Road,1160.0,2,44.08,2,42
1156,Hebbal,1790.0,3,127.0,3,98
1157,Electronic City,1128.0,2,65.65,2,78
1158,Panathur,1180.0,2,70.0,2,191
1159,others,1450.0,2,85.0,3,245
1160,Kengeri,340.0,1,10.0,1,143
1161,others,2000.0,3,166.0,4,245
1162,Rachenahalli,1050.0,2,53.5,2,196
1163,Varthur,1125.0,2,40.0,2,231
1164,Vittasandra,1246.0,2,68.0,2,238
1165,HSR Layout,1372.0,2,61.0,2,95
1166,Dasarahalli,1300.0,2,55.0,2,67
1167,Channasandra,1065.0,2,35.0,2,59
1168,others,700.0,2,27.0,2,245
1169,Hebbal,960.995,2,42.72,2,98
1170,others,1050.0,2,45.0,2,245
1171,others,1250.0,3,39.5,3,245
